"","Labels","Levels","Class","Storage","NAs"
"MPR1_AGE","AGE IN MONTHS OF PROV-REPTD (MUMPS/RUBELLA)-ONLY SHOT #1",0,"logical","logical",28296
"MPR2_AGE","AGE IN MONTHS OF PROV-REPTD (MUMPS/RUBELLA)-ONLY SHOT #2",0,"logical","logical",28296
"MPR3_AGE","AGE IN MONTHS OF PROV-REPTD (MUMPS/RUBELLA)-ONLY SHOT #3",0,"logical","logical",28296
"MPR4_AGE","AGE IN MONTHS OF PROV-REPTD (MUMPS/RUBELLA)-ONLY SHOT #4",0,"logical","logical",28296
"MPR5_AGE","AGE IN MONTHS OF PROV-REPTD (MUMPS/RUBELLA)-ONLY SHOT #5",0,"logical","logical",28296
"MPR6_AGE","AGE IN MONTHS OF PROV-REPTD (MUMPS/RUBELLA)-ONLY SHOT #6",0,"logical","logical",28296
"MPR7_AGE","AGE IN MONTHS OF PROV-REPTD (MUMPS/RUBELLA)-ONLY SHOT #7",0,"logical","logical",28296
"MPR8_AGE","AGE IN MONTHS OF PROV-REPTD (MUMPS/RUBELLA)-ONLY SHOT #8",0,"logical","logical",28296
"MPR9_AGE","AGE IN MONTHS OF PROV-REPTD (MUMPS/RUBELLA)-ONLY SHOT #9",0,"logical","logical",28296
"PCV1_AGE","AGE IN MONTHS OF PROV-REPTD PNEUMOCOCCAL-CONTAINING SHOT #1",0,"integer","integer",13578
"PCV2_AGE","AGE IN MONTHS OF PROV-REPTD PNEUMOCOCCAL-CONTAINING SHOT #2",0,"integer","integer",13796
"PCV3_AGE","AGE IN MONTHS OF PROV-REPTD PNEUMOCOCCAL-CONTAINING SHOT #3",0,"integer","integer",14122
"PCV4_AGE","AGE IN MONTHS OF PROV-REPTD PNEUMOCOCCAL-CONTAINING SHOT #4",0,"integer","integer",15336
"PCV5_AGE","AGE IN MONTHS OF PROV-REPTD PNEUMOCOCCAL-CONTAINING SHOT #5",0,"integer","integer",28113
"PCV6_AGE","AGE IN MONTHS OF PROV-REPTD PNEUMOCOCCAL-CONTAINING SHOT #6",0,"integer","integer",28293
"PCV7_AGE","AGE IN MONTHS OF PROV-REPTD PNEUMOCOCCAL-CONTAINING SHOT #7",0,"integer","integer",28295
"PCV8_AGE","AGE IN MONTHS OF PROV-REPTD PNEUMOCOCCAL-CONTAINING SHOT #8",0,"logical","logical",28296
"PCV9_AGE","AGE IN MONTHS OF PROV-REPTD PNEUMOCOCCAL-CONTAINING SHOT #9",0,"logical","logical",28296
"POL1_AGE","AGE IN MONTHS OF PROV-REPTD POLIO-CONTAINING SHOT #1",0,"integer","integer",13576
"POL2_AGE","AGE IN MONTHS OF PROV-REPTD POLIO-CONTAINING SHOT #2",0,"integer","integer",13755
"POL3_AGE","AGE IN MONTHS OF PROV-REPTD POLIO-CONTAINING SHOT #3",0,"integer","integer",14079
"POL4_AGE","AGE IN MONTHS OF PROV-REPTD POLIO-CONTAINING SHOT #4",0,"integer","integer",25325
"POL5_AGE","AGE IN MONTHS OF PROV-REPTD POLIO-CONTAINING SHOT #5",0,"integer","integer",28226
"POL6_AGE","AGE IN MONTHS OF PROV-REPTD POLIO-CONTAINING SHOT #6",0,"integer","integer",28288
"POL7_AGE","AGE IN MONTHS OF PROV-REPTD POLIO-CONTAINING SHOT #7",0,"logical","logical",28296
"POL8_AGE","AGE IN MONTHS OF PROV-REPTD POLIO-CONTAINING SHOT #8",0,"logical","logical",28296
"POL9_AGE","AGE IN MONTHS OF PROV-REPTD POLIO-CONTAINING SHOT #9",0,"logical","logical",28296
"RB1_AGE","AGE IN MONTHS OF PROV-REPTD RUBELLA-ONLY SHOT #1",0,"logical","logical",28296
"RB2_AGE","AGE IN MONTHS OF PROV-REPTD RUBELLA-ONLY SHOT #2",0,"logical","logical",28296
"RB3_AGE","AGE IN MONTHS OF PROV-REPTD RUBELLA-ONLY SHOT #3",0,"logical","logical",28296
"RB4_AGE","AGE IN MONTHS OF PROV-REPTD RUBELLA-ONLY SHOT #4",0,"logical","logical",28296
"RB5_AGE","AGE IN MONTHS OF PROV-REPTD RUBELLA-ONLY SHOT #5",0,"logical","logical",28296
"RB6_AGE","AGE IN MONTHS OF PROV-REPTD RUBELLA-ONLY SHOT #6",0,"logical","logical",28296
"RB7_AGE","AGE IN MONTHS OF PROV-REPTD RUBELLA-ONLY SHOT #7",0,"logical","logical",28296
"RB8_AGE","AGE IN MONTHS OF PROV-REPTD RUBELLA-ONLY SHOT #8",0,"logical","logical",28296
"RB9_AGE","AGE IN MONTHS OF PROV-REPTD RUBELLA-ONLY SHOT #9",0,"logical","logical",28296
"ROT1_AGE","AGE IN MONTHS OF PROV-REPTD ROTAVIRUS-CONTAINING SHOT #1",0,"integer","integer",14759
"ROT2_AGE","AGE IN MONTHS OF PROV-REPTD ROTAVIRUS-CONTAINING SHOT #2",0,"integer","integer",15309
"ROT3_AGE","AGE IN MONTHS OF PROV-REPTD ROTAVIRUS-CONTAINING SHOT #3",0,"integer","integer",19495
"ROT4_AGE","AGE IN MONTHS OF PROV-REPTD ROTAVIRUS-CONTAINING SHOT #4",0,"integer","integer",28273
"ROT5_AGE","AGE IN MONTHS OF PROV-REPTD ROTAVIRUS-CONTAINING SHOT #5",0,"integer","integer",28295
"ROT6_AGE","AGE IN MONTHS OF PROV-REPTD ROTAVIRUS-CONTAINING SHOT #6",0,"logical","logical",28296
"ROT7_AGE","AGE IN MONTHS OF PROV-REPTD ROTAVIRUS-CONTAINING SHOT #7",0,"logical","logical",28296
"ROT8_AGE","AGE IN MONTHS OF PROV-REPTD ROTAVIRUS-CONTAINING SHOT #8",0,"logical","logical",28296
"ROT9_AGE","AGE IN MONTHS OF PROV-REPTD ROTAVIRUS-CONTAINING SHOT #9",0,"logical","logical",28296
"VRC1_AGE","AGE IN MONTHS OF PROV-REPTD VARICELLA-CONTAINING SHOT #1",0,"integer","integer",14255
"VRC2_AGE","AGE IN MONTHS OF PROV-REPTD VARICELLA-CONTAINING SHOT #2",0,"integer","integer",28069
"VRC3_AGE","AGE IN MONTHS OF PROV-REPTD VARICELLA-CONTAINING SHOT #3",0,"integer","integer",28292
"VRC4_AGE","AGE IN MONTHS OF PROV-REPTD VARICELLA-CONTAINING SHOT #4",0,"logical","logical",28296
"VRC5_AGE","AGE IN MONTHS OF PROV-REPTD VARICELLA-CONTAINING SHOT #5",0,"logical","logical",28296
"VRC6_AGE","AGE IN MONTHS OF PROV-REPTD VARICELLA-CONTAINING SHOT #6",0,"logical","logical",28296
"VRC7_AGE","AGE IN MONTHS OF PROV-REPTD VARICELLA-CONTAINING SHOT #7",0,"logical","logical",28296
"VRC8_AGE","AGE IN MONTHS OF PROV-REPTD VARICELLA-CONTAINING SHOT #8",0,"logical","logical",28296
"VRC9_AGE","AGE IN MONTHS OF PROV-REPTD VARICELLA-CONTAINING SHOT #9",0,"logical","logical",28296
"XDTPTY1","",58,"","integer",13489
"XDTPTY2","",58,"","integer",13661
"XDTPTY3","",58,"","integer",13884
"XDTPTY4","",58,"","integer",15163
"XDTPTY5","",58,"","integer",28078
"XDTPTY6","",58,"","integer",28288
"XDTPTY7","",58,"","integer",28296
"XDTPTY8","",58,"","integer",28296
"XDTPTY9","",58,"","integer",28296
"XFLUTY1","",58,"","integer",17191
"XFLUTY2","",58,"","integer",19006
"XFLUTY3","",58,"","integer",21988
"XFLUTY4","",58,"","integer",26468
"XFLUTY5","",58,"","integer",28209
"XFLUTY6","",58,"","integer",28291
"XFLUTY7","",58,"","integer",28295
"XFLUTY8","",58,"","integer",28296
"XFLUTY9","",58,"","integer",28296
"XHEPTY1","",58,"","integer",13483
"XHEPTY2","",58,"","integer",13837
"XHEPTY3","",58,"","integer",14283
"XHEPTY4","",58,"","integer",23193
"XHEPTY5","",58,"","integer",28088
"XHEPTY6","",58,"","integer",28294
"XHEPTY7","",58,"","integer",28295
"XHEPTY8","",58,"","integer",28296
"XHEPTY9","",58,"","integer",28296
"XHIBTY1","",58,"","integer",13543
"XHIBTY2","",58,"","integer",13788
"XHIBTY3","",58,"","integer",14194
"XHIBTY4","",58,"","integer",18220
"XHIBTY5","",58,"","integer",28139
"XHIBTY6","",58,"","integer",28288
"XHIBTY7","",58,"","integer",28295
"XHIBTY8","",58,"","integer",28296
"XHIBTY9","",58,"","integer",28296
"XMMRTY1","",58,"","integer",14101
"XMMRTY2","",58,"","integer",27956
"XMMRTY3","",58,"","integer",28288
"XMMRTY4","",58,"","integer",28296
"XMMRTY5","",58,"","integer",28296
"XMMRTY6","",58,"","integer",28296
"XMMRTY7","",58,"","integer",28296
"XMMRTY8","",58,"","integer",28296
"XMMRTY9","",58,"","integer",28296
"XPCVTY1","",58,"","integer",13578
"XPCVTY2","",58,"","integer",13796
"XPCVTY3","",58,"","integer",14122
"XPCVTY4","",58,"","integer",15336
"XPCVTY5","",58,"","integer",28113
"XPCVTY6","",58,"","integer",28293
"XPCVTY7","",58,"","integer",28295
"XPCVTY8","",58,"","integer",28296
"XPCVTY9","",58,"","integer",28296
"XPOLTY1","",58,"","integer",13576
"XPOLTY2","",58,"","integer",13755
"XPOLTY3","",58,"","integer",14079
"XPOLTY4","",58,"","integer",25325
"XPOLTY5","",58,"","integer",28226
"XPOLTY6","",58,"","integer",28288
"XPOLTY7","",58,"","integer",28296
"XPOLTY8","",58,"","integer",28296
"XPOLTY9","",58,"","integer",28296
"XROTTY1","",58,"","integer",14759
"XROTTY2","",58,"","integer",15309
"XROTTY3","",58,"","integer",19495
"XROTTY4","",58,"","integer",28273
"XROTTY5","",58,"","integer",28295
"XROTTY6","",58,"","integer",28296
"XROTTY7","",58,"","integer",28296
"XROTTY8","",58,"","integer",28296
"XROTTY9","",58,"","integer",28296
"XVRCTY1","",58,"","integer",14255
"XVRCTY2","",58,"","integer",28069
"XVRCTY3","",58,"","integer",28292
"XVRCTY4","",58,"","integer",28296
"XVRCTY5","",58,"","integer",28296
"XVRCTY6","",58,"","integer",28296
"XVRCTY7","",58,"","integer",28296
"XVRCTY8","",58,"","integer",28296
"XVRCTY9","",58,"","integer",28296
"INS_STAT_I","",4,"","integer",13310
"INS_BREAK_I","",4,"","integer",13334
