"","Labels","Levels","Class","Storage","NAs"
"DRB3","AGE IN DAYS OF PROV-REPTD RUBELLA-ONLY SHOT #3",0,"logical","logical",28971
"DRB4","AGE IN DAYS OF PROV-REPTD RUBELLA-ONLY SHOT #4",0,"logical","logical",28971
"DRB5","AGE IN DAYS OF PROV-REPTD RUBELLA-ONLY SHOT #5",0,"logical","logical",28971
"DRB6","AGE IN DAYS OF PROV-REPTD RUBELLA-ONLY SHOT #6",0,"logical","logical",28971
"DRB7","AGE IN DAYS OF PROV-REPTD RUBELLA-ONLY SHOT #7",0,"logical","logical",28971
"DRB8","AGE IN DAYS OF PROV-REPTD RUBELLA-ONLY SHOT #8",0,"logical","logical",28971
"DRB9","AGE IN DAYS OF PROV-REPTD RUBELLA-ONLY SHOT #9",0,"logical","logical",28971
"DROT1","AGE IN DAYS OF PROV-REPTD ROTAVIRUS-CONTAINING SHOT #1",0,"integer","integer",14936
"DROT2","AGE IN DAYS OF PROV-REPTD ROTAVIRUS-CONTAINING SHOT #2",0,"integer","integer",15460
"DROT3","AGE IN DAYS OF PROV-REPTD ROTAVIRUS-CONTAINING SHOT #3",0,"integer","integer",19936
"DROT4","AGE IN DAYS OF PROV-REPTD ROTAVIRUS-CONTAINING SHOT #4",0,"integer","integer",28951
"DROT5","AGE IN DAYS OF PROV-REPTD ROTAVIRUS-CONTAINING SHOT #5",0,"integer","integer",28970
"DROT6","AGE IN DAYS OF PROV-REPTD ROTAVIRUS-CONTAINING SHOT #6",0,"logical","logical",28971
"DROT7","AGE IN DAYS OF PROV-REPTD ROTAVIRUS-CONTAINING SHOT #7",0,"logical","logical",28971
"DROT8","AGE IN DAYS OF PROV-REPTD ROTAVIRUS-CONTAINING SHOT #8",0,"logical","logical",28971
"DROT9","AGE IN DAYS OF PROV-REPTD ROTAVIRUS-CONTAINING SHOT #9",0,"logical","logical",28971
"DVRC1","AGE IN DAYS OF PROV-REPTD VARICELLA-CONTAINING SHOT #1",0,"integer","integer",14532
"DVRC2","AGE IN DAYS OF PROV-REPTD VARICELLA-CONTAINING SHOT #2",0,"integer","integer",28714
"DVRC3","AGE IN DAYS OF PROV-REPTD VARICELLA-CONTAINING SHOT #3",0,"logical","logical",28971
"DVRC4","AGE IN DAYS OF PROV-REPTD VARICELLA-CONTAINING SHOT #4",0,"logical","logical",28971
"DVRC5","AGE IN DAYS OF PROV-REPTD VARICELLA-CONTAINING SHOT #5",0,"logical","logical",28971
"DVRC6","AGE IN DAYS OF PROV-REPTD VARICELLA-CONTAINING SHOT #6",0,"logical","logical",28971
"DVRC7","AGE IN DAYS OF PROV-REPTD VARICELLA-CONTAINING SHOT #7",0,"logical","logical",28971
"DVRC8","AGE IN DAYS OF PROV-REPTD VARICELLA-CONTAINING SHOT #8",0,"logical","logical",28971
"DVRC9","AGE IN DAYS OF PROV-REPTD VARICELLA-CONTAINING SHOT #9",0,"logical","logical",28971
"DTP1_AGE","AGE IN MONTHS OF PROV-REPTD DT-CONTAINING SHOT #1",0,"integer","integer",13843
"DTP2_AGE","AGE IN MONTHS OF PROV-REPTD DT-CONTAINING SHOT #2",0,"integer","integer",13988
"DTP3_AGE","AGE IN MONTHS OF PROV-REPTD DT-CONTAINING SHOT #3",0,"integer","integer",14191
"DTP4_AGE","AGE IN MONTHS OF PROV-REPTD DT-CONTAINING SHOT #4",0,"integer","integer",15450
"DTP5_AGE","AGE IN MONTHS OF PROV-REPTD DT-CONTAINING SHOT #5",0,"integer","integer",28739
"DTP6_AGE","AGE IN MONTHS OF PROV-REPTD DT-CONTAINING SHOT #6",0,"integer","integer",28959
"DTP7_AGE","AGE IN MONTHS OF PROV-REPTD DT-CONTAINING SHOT #7",0,"integer","integer",28970
"DTP8_AGE","AGE IN MONTHS OF PROV-REPTD DT-CONTAINING SHOT #8",0,"logical","logical",28971
"DTP9_AGE","AGE IN MONTHS OF PROV-REPTD DT-CONTAINING SHOT #9",0,"logical","logical",28971
"FLU1_AGE","AGE IN MONTHS OF PROV-REPTD SEASONAL FLU-CONTAINING VACCINATION #1",0,"integer","integer",17225
"FLU2_AGE","AGE IN MONTHS OF PROV-REPTD SEASONAL FLU-CONTAINING VACCINATION #2",0,"integer","integer",18878
"FLU3_AGE","AGE IN MONTHS OF PROV-REPTD SEASONAL FLU-CONTAINING VACCINATION #3",0,"integer","integer",21713
"FLU4_AGE","AGE IN MONTHS OF PROV-REPTD SEASONAL FLU-CONTAINING VACCINATION #4",0,"integer","integer",26564
"FLU5_AGE","AGE IN MONTHS OF PROV-REPTD SEASONAL FLU-CONTAINING VACCINATION #5",0,"integer","integer",28808
"FLU6_AGE","AGE IN MONTHS OF PROV-REPTD SEASONAL FLU-CONTAINING VACCINATION #6",0,"integer","integer",28959
"FLU7_AGE","AGE IN MONTHS OF PROV-REPTD SEASONAL FLU-CONTAINING VACCINATION #7",0,"integer","integer",28969
"FLU8_AGE","AGE IN MONTHS OF PROV-REPTD SEASONAL FLU-CONTAINING VACCINATION #8",0,"integer","integer",28970
"FLU9_AGE","AGE IN MONTHS OF PROV-REPTD SEASONAL FLU-CONTAINING VACCINATION #9",0,"logical","logical",28971
"HEA1_AGE","AGE IN MONTHS OF PROV-REPTD HEPATITIS A-CONTAINING SHOT #1",0,"integer","integer",15020
"HEA2_AGE","AGE IN MONTHS OF PROV-REPTD HEPATITIS A-CONTAINING SHOT #2",0,"integer","integer",18194
"HEA3_AGE","AGE IN MONTHS OF PROV-REPTD HEPATITIS A-CONTAINING SHOT #3",0,"integer","integer",28873
"HEA4_AGE","AGE IN MONTHS OF PROV-REPTD HEPATITIS A-CONTAINING SHOT #4",0,"integer","integer",28968
"HEA5_AGE","AGE IN MONTHS OF PROV-REPTD HEPATITIS A-CONTAINING SHOT #5",0,"integer","integer",28970
"HEA6_AGE","AGE IN MONTHS OF PROV-REPTD HEPATITIS A-CONTAINING SHOT #6",0,"logical","logical",28971
"HEA7_AGE","AGE IN MONTHS OF PROV-REPTD HEPATITIS A-CONTAINING SHOT #7",0,"logical","logical",28971
"HEA8_AGE","AGE IN MONTHS OF PROV-REPTD HEPATITIS A-CONTAINING SHOT #8",0,"logical","logical",28971
"HEA9_AGE","AGE IN MONTHS OF PROV-REPTD HEPATITIS A-CONTAINING SHOT #9",0,"logical","logical",28971
"HEP1_AGE","AGE IN MONTHS OF PROV-REPTD HEPATITIS B-CONTAINING SHOT #1",0,"integer","integer",13784
"HEP2_AGE","AGE IN MONTHS OF PROV-REPTD HEPATITIS B-CONTAINING SHOT #2",0,"integer","integer",14095
"HEP3_AGE","AGE IN MONTHS OF PROV-REPTD HEPATITIS B-CONTAINING SHOT #3",0,"integer","integer",14501
"HEP4_AGE","AGE IN MONTHS OF PROV-REPTD HEPATITIS B-CONTAINING SHOT #4",0,"integer","integer",23558
"HEP5_AGE","AGE IN MONTHS OF PROV-REPTD HEPATITIS B-CONTAINING SHOT #5",0,"integer","integer",28724
"HEP6_AGE","AGE IN MONTHS OF PROV-REPTD HEPATITIS B-CONTAINING SHOT #6",0,"integer","integer",28956
"HEP7_AGE","AGE IN MONTHS OF PROV-REPTD HEPATITIS B-CONTAINING SHOT #7",0,"logical","logical",28971
"HEP8_AGE","AGE IN MONTHS OF PROV-REPTD HEPATITIS B-CONTAINING SHOT #8",0,"logical","logical",28971
"HEP9_AGE","AGE IN MONTHS OF PROV-REPTD HEPATITIS B-CONTAINING SHOT #9",0,"logical","logical",28971
"HIB1_AGE","AGE IN MONTHS OF PROV-REPTD HIB-CONTAINING SHOT #1",0,"integer","integer",13890
"HIB2_AGE","AGE IN MONTHS OF PROV-REPTD HIB-CONTAINING SHOT #2",0,"integer","integer",14089
"HIB3_AGE","AGE IN MONTHS OF PROV-REPTD HIB-CONTAINING SHOT #3",0,"integer","integer",14519
"HIB4_AGE","AGE IN MONTHS OF PROV-REPTD HIB-CONTAINING SHOT #4",0,"integer","integer",18902
"HIB5_AGE","AGE IN MONTHS OF PROV-REPTD HIB-CONTAINING SHOT #5",0,"integer","integer",28797
"HIB6_AGE","AGE IN MONTHS OF PROV-REPTD HIB-CONTAINING SHOT #6",0,"integer","integer",28964
"HIB7_AGE","AGE IN MONTHS OF PROV-REPTD HIB-CONTAINING SHOT #7",0,"logical","logical",28971
"HIB8_AGE","AGE IN MONTHS OF PROV-REPTD HIB-CONTAINING SHOT #8",0,"logical","logical",28971
"HIB9_AGE","AGE IN MONTHS OF PROV-REPTD HIB-CONTAINING SHOT #9",0,"logical","logical",28971
"MMR1_AGE","AGE IN MONTHS OF PROV-REPTD MEASLES-CONTAINING SHOT #1",0,"integer","integer",14420
"MMR2_AGE","AGE IN MONTHS OF PROV-REPTD MEASLES-CONTAINING SHOT #2",0,"integer","integer",28528
"MMR3_AGE","AGE IN MONTHS OF PROV-REPTD MEASLES-CONTAINING SHOT #3",0,"integer","integer",28966
"MMR4_AGE","AGE IN MONTHS OF PROV-REPTD MEASLES-CONTAINING SHOT #4",0,"logical","logical",28971
"MMR5_AGE","AGE IN MONTHS OF PROV-REPTD MEASLES-CONTAINING SHOT #5",0,"logical","logical",28971
"MMR6_AGE","AGE IN MONTHS OF PROV-REPTD MEASLES-CONTAINING SHOT #6",0,"logical","logical",28971
"MMR7_AGE","AGE IN MONTHS OF PROV-REPTD MEASLES-CONTAINING SHOT #7",0,"logical","logical",28971
"MMR8_AGE","AGE IN MONTHS OF PROV-REPTD MEASLES-CONTAINING SHOT #8",0,"logical","logical",28971
"MMR9_AGE","AGE IN MONTHS OF PROV-REPTD MEASLES-CONTAINING SHOT #9",0,"logical","logical",28971
"MP1_AGE","AGE IN MONTHS OF PROV-REPTD MUMPS-ONLY SHOT #1",0,"logical","logical",28971
"MP2_AGE","AGE IN MONTHS OF PROV-REPTD MUMPS-ONLY SHOT #2",0,"logical","logical",28971
"MP3_AGE","AGE IN MONTHS OF PROV-REPTD MUMPS-ONLY SHOT #3",0,"logical","logical",28971
"MP4_AGE","AGE IN MONTHS OF PROV-REPTD MUMPS-ONLY SHOT #4",0,"logical","logical",28971
"MP5_AGE","AGE IN MONTHS OF PROV-REPTD MUMPS-ONLY SHOT #5",0,"logical","logical",28971
"MP6_AGE","AGE IN MONTHS OF PROV-REPTD MUMPS-ONLY SHOT #6",0,"logical","logical",28971
"MP7_AGE","AGE IN MONTHS OF PROV-REPTD MUMPS-ONLY SHOT #7",0,"logical","logical",28971
"MP8_AGE","AGE IN MONTHS OF PROV-REPTD MUMPS-ONLY SHOT #8",0,"logical","logical",28971
"MP9_AGE","AGE IN MONTHS OF PROV-REPTD MUMPS-ONLY SHOT #9",0,"logical","logical",28971
"MPR1_AGE","AGE IN MONTHS OF PROV-REPTD (MUMPS/RUBELLA)-ONLY SHOT #1",0,"logical","logical",28971
"MPR2_AGE","AGE IN MONTHS OF PROV-REPTD (MUMPS/RUBELLA)-ONLY SHOT #2",0,"logical","logical",28971
"MPR3_AGE","AGE IN MONTHS OF PROV-REPTD (MUMPS/RUBELLA)-ONLY SHOT #3",0,"logical","logical",28971
"MPR4_AGE","AGE IN MONTHS OF PROV-REPTD (MUMPS/RUBELLA)-ONLY SHOT #4",0,"logical","logical",28971
"MPR5_AGE","AGE IN MONTHS OF PROV-REPTD (MUMPS/RUBELLA)-ONLY SHOT #5",0,"logical","logical",28971
"MPR6_AGE","AGE IN MONTHS OF PROV-REPTD (MUMPS/RUBELLA)-ONLY SHOT #6",0,"logical","logical",28971
"MPR7_AGE","AGE IN MONTHS OF PROV-REPTD (MUMPS/RUBELLA)-ONLY SHOT #7",0,"logical","logical",28971
"MPR8_AGE","AGE IN MONTHS OF PROV-REPTD (MUMPS/RUBELLA)-ONLY SHOT #8",0,"logical","logical",28971
"MPR9_AGE","AGE IN MONTHS OF PROV-REPTD (MUMPS/RUBELLA)-ONLY SHOT #9",0,"logical","logical",28971
"PCV1_AGE","AGE IN MONTHS OF PROV-REPTD PNEUMOCOCCAL-CONTAINING SHOT #1",0,"integer","integer",13920
"PCV2_AGE","AGE IN MONTHS OF PROV-REPTD PNEUMOCOCCAL-CONTAINING SHOT #2",0,"integer","integer",14107
"PCV3_AGE","AGE IN MONTHS OF PROV-REPTD PNEUMOCOCCAL-CONTAINING SHOT #3",0,"integer","integer",14382
"PCV4_AGE","AGE IN MONTHS OF PROV-REPTD PNEUMOCOCCAL-CONTAINING SHOT #4",0,"integer","integer",15574
"PCV5_AGE","AGE IN MONTHS OF PROV-REPTD PNEUMOCOCCAL-CONTAINING SHOT #5",0,"integer","integer",28828
"PCV6_AGE","AGE IN MONTHS OF PROV-REPTD PNEUMOCOCCAL-CONTAINING SHOT #6",0,"integer","integer",28967
"PCV7_AGE","AGE IN MONTHS OF PROV-REPTD PNEUMOCOCCAL-CONTAINING SHOT #7",0,"logical","logical",28971
"PCV8_AGE","AGE IN MONTHS OF PROV-REPTD PNEUMOCOCCAL-CONTAINING SHOT #8",0,"logical","logical",28971
"PCV9_AGE","AGE IN MONTHS OF PROV-REPTD PNEUMOCOCCAL-CONTAINING SHOT #9",0,"logical","logical",28971
"POL1_AGE","AGE IN MONTHS OF PROV-REPTD POLIO-CONTAINING SHOT #1",0,"integer","integer",13906
"POL2_AGE","AGE IN MONTHS OF PROV-REPTD POLIO-CONTAINING SHOT #2",0,"integer","integer",14044
"POL3_AGE","AGE IN MONTHS OF PROV-REPTD POLIO-CONTAINING SHOT #3",0,"integer","integer",14327
"POL4_AGE","AGE IN MONTHS OF PROV-REPTD POLIO-CONTAINING SHOT #4",0,"integer","integer",25737
"POL5_AGE","AGE IN MONTHS OF PROV-REPTD POLIO-CONTAINING SHOT #5",0,"integer","integer",28901
"POL6_AGE","AGE IN MONTHS OF PROV-REPTD POLIO-CONTAINING SHOT #6",0,"integer","integer",28965
"POL7_AGE","AGE IN MONTHS OF PROV-REPTD POLIO-CONTAINING SHOT #7",0,"integer","integer",28970
"POL8_AGE","AGE IN MONTHS OF PROV-REPTD POLIO-CONTAINING SHOT #8",0,"logical","logical",28971
"POL9_AGE","AGE IN MONTHS OF PROV-REPTD POLIO-CONTAINING SHOT #9",0,"logical","logical",28971
"RB1_AGE","AGE IN MONTHS OF PROV-REPTD RUBELLA-ONLY SHOT #1",0,"integer","integer",28970
"RB2_AGE","AGE IN MONTHS OF PROV-REPTD RUBELLA-ONLY SHOT #2",0,"logical","logical",28971
"RB3_AGE","AGE IN MONTHS OF PROV-REPTD RUBELLA-ONLY SHOT #3",0,"logical","logical",28971
"RB4_AGE","AGE IN MONTHS OF PROV-REPTD RUBELLA-ONLY SHOT #4",0,"logical","logical",28971
"RB5_AGE","AGE IN MONTHS OF PROV-REPTD RUBELLA-ONLY SHOT #5",0,"logical","logical",28971
"RB6_AGE","AGE IN MONTHS OF PROV-REPTD RUBELLA-ONLY SHOT #6",0,"logical","logical",28971
"RB7_AGE","AGE IN MONTHS OF PROV-REPTD RUBELLA-ONLY SHOT #7",0,"logical","logical",28971
"RB8_AGE","AGE IN MONTHS OF PROV-REPTD RUBELLA-ONLY SHOT #8",0,"logical","logical",28971
"RB9_AGE","AGE IN MONTHS OF PROV-REPTD RUBELLA-ONLY SHOT #9",0,"logical","logical",28971
"ROT1_AGE","AGE IN MONTHS OF PROV-REPTD ROTAVIRUS-CONTAINING SHOT #1",0,"integer","integer",14936
"ROT2_AGE","AGE IN MONTHS OF PROV-REPTD ROTAVIRUS-CONTAINING SHOT #2",0,"integer","integer",15460
"ROT3_AGE","AGE IN MONTHS OF PROV-REPTD ROTAVIRUS-CONTAINING SHOT #3",0,"integer","integer",19936
"ROT4_AGE","AGE IN MONTHS OF PROV-REPTD ROTAVIRUS-CONTAINING SHOT #4",0,"integer","integer",28951
"ROT5_AGE","AGE IN MONTHS OF PROV-REPTD ROTAVIRUS-CONTAINING SHOT #5",0,"integer","integer",28970
"ROT6_AGE","AGE IN MONTHS OF PROV-REPTD ROTAVIRUS-CONTAINING SHOT #6",0,"logical","logical",28971
"ROT7_AGE","AGE IN MONTHS OF PROV-REPTD ROTAVIRUS-CONTAINING SHOT #7",0,"logical","logical",28971
"ROT8_AGE","AGE IN MONTHS OF PROV-REPTD ROTAVIRUS-CONTAINING SHOT #8",0,"logical","logical",28971
"ROT9_AGE","AGE IN MONTHS OF PROV-REPTD ROTAVIRUS-CONTAINING SHOT #9",0,"logical","logical",28971
"VRC1_AGE","AGE IN MONTHS OF PROV-REPTD VARICELLA-CONTAINING SHOT #1",0,"integer","integer",14532
"VRC2_AGE","AGE IN MONTHS OF PROV-REPTD VARICELLA-CONTAINING SHOT #2",0,"integer","integer",28714
"VRC3_AGE","AGE IN MONTHS OF PROV-REPTD VARICELLA-CONTAINING SHOT #3",0,"logical","logical",28971
"VRC4_AGE","AGE IN MONTHS OF PROV-REPTD VARICELLA-CONTAINING SHOT #4",0,"logical","logical",28971
"VRC5_AGE","AGE IN MONTHS OF PROV-REPTD VARICELLA-CONTAINING SHOT #5",0,"logical","logical",28971
"VRC6_AGE","AGE IN MONTHS OF PROV-REPTD VARICELLA-CONTAINING SHOT #6",0,"logical","logical",28971
"VRC7_AGE","AGE IN MONTHS OF PROV-REPTD VARICELLA-CONTAINING SHOT #7",0,"logical","logical",28971
"VRC8_AGE","AGE IN MONTHS OF PROV-REPTD VARICELLA-CONTAINING SHOT #8",0,"logical","logical",28971
"VRC9_AGE","AGE IN MONTHS OF PROV-REPTD VARICELLA-CONTAINING SHOT #9",0,"logical","logical",28971
"XDTPTY1","",58,"","integer",13843
"XDTPTY2","",58,"","integer",13988
"XDTPTY3","",58,"","integer",14191
"XDTPTY4","",58,"","integer",15450
"XDTPTY5","",58,"","integer",28739
"XDTPTY6","",58,"","integer",28959
"XDTPTY7","",58,"","integer",28971
"XDTPTY8","",58,"","integer",28971
"XDTPTY9","",58,"","integer",28971
"XFLUTY1","",58,"","integer",17225
"XFLUTY2","",58,"","integer",18878
"XFLUTY3","",58,"","integer",21713
"XFLUTY4","",58,"","integer",26564
"XFLUTY5","",58,"","integer",28808
"XFLUTY6","",58,"","integer",28959
"XFLUTY7","",58,"","integer",28969
"XFLUTY8","",58,"","integer",28970
"XFLUTY9","",58,"","integer",28971
"XHEPTY1","",58,"","integer",13784
"XHEPTY2","",58,"","integer",14095
"XHEPTY3","",58,"","integer",14501
"XHEPTY4","",58,"","integer",23558
"XHEPTY5","",58,"","integer",28724
"XHEPTY6","",58,"","integer",28956
"XHEPTY7","",58,"","integer",28971
"XHEPTY8","",58,"","integer",28971
"XHEPTY9","",58,"","integer",28971
"XHIBTY1","",58,"","integer",13890
"XHIBTY2","",58,"","integer",14089
"XHIBTY3","",58,"","integer",14519
"XHIBTY4","",58,"","integer",18902
"XHIBTY5","",58,"","integer",28797
"XHIBTY6","",58,"","integer",28964
"XHIBTY7","",58,"","integer",28971
"XHIBTY8","",58,"","integer",28971
"XHIBTY9","",58,"","integer",28971
"XMMRTY1","",58,"","integer",14420
"XMMRTY2","",58,"","integer",28528
"XMMRTY3","",58,"","integer",28966
"XMMRTY4","",58,"","integer",28971
"XMMRTY5","",58,"","integer",28971
"XMMRTY6","",58,"","integer",28971
"XMMRTY7","",58,"","integer",28971
"XMMRTY8","",58,"","integer",28971
"XMMRTY9","",58,"","integer",28971
"XPCVTY1","",58,"","integer",13920
"XPCVTY2","",58,"","integer",14107
"XPCVTY3","",58,"","integer",14382
"XPCVTY4","",58,"","integer",15574
"XPCVTY5","",58,"","integer",28828
"XPCVTY6","",58,"","integer",28967
"XPCVTY7","",58,"","integer",28971
"XPCVTY8","",58,"","integer",28971
"XPCVTY9","",58,"","integer",28971
"XPOLTY1","",58,"","integer",13906
"XPOLTY2","",58,"","integer",14044
"XPOLTY3","",58,"","integer",14327
"XPOLTY4","",58,"","integer",25737
"XPOLTY5","",58,"","integer",28901
"XPOLTY6","",58,"","integer",28965
"XPOLTY7","",58,"","integer",28970
"XPOLTY8","",58,"","integer",28971
"XPOLTY9","",58,"","integer",28971
"XROTTY1","",58,"","integer",14936
"XROTTY2","",58,"","integer",15460
"XROTTY3","",58,"","integer",19936
"XROTTY4","",58,"","integer",28951
"XROTTY5","",58,"","integer",28970
"XROTTY6","",58,"","integer",28971
"XROTTY7","",58,"","integer",28971
"XROTTY8","",58,"","integer",28971
"XROTTY9","",58,"","integer",28971
"XVRCTY1","",58,"","integer",14532
"XVRCTY2","",58,"","integer",28714
"XVRCTY3","",58,"","integer",28971
"XVRCTY4","",58,"","integer",28971
"XVRCTY5","",58,"","integer",28971
"XVRCTY6","",58,"","integer",28971
"XVRCTY7","",58,"","integer",28971
"XVRCTY8","",58,"","integer",28971
"XVRCTY9","",58,"","integer",28971
"INS_STAT2_I","",4,"","integer",13314
"INS_BREAK_I","",4,"","integer",13347
