"","Labels","Levels","Class","Storage","NAs"
"DPOLIO6","AGE IN DAYS OF PROV-REPTD POLIO-CONTAINING SHOT #6",0,"integer","integer",35982
"DPOLIO7","AGE IN DAYS OF PROV-REPTD POLIO-CONTAINING SHOT #7",0,"integer","integer",35992
"DPOLIO8","AGE IN DAYS OF PROV-REPTD POLIO-CONTAINING SHOT #8",0,"integer","integer",35994
"DPOLIO9","AGE IN DAYS OF PROV-REPTD POLIO-CONTAINING SHOT #9",0,"logical","logical",35995
"DRB1","AGE IN DAYS OF PROV-REPTD RUBELLA-ONLY SHOT #1",0,"integer","integer",35994
"DRB2","AGE IN DAYS OF PROV-REPTD RUBELLA-ONLY SHOT #2",0,"logical","logical",35995
"DRB3","AGE IN DAYS OF PROV-REPTD RUBELLA-ONLY SHOT #3",0,"logical","logical",35995
"DRB4","AGE IN DAYS OF PROV-REPTD RUBELLA-ONLY SHOT #4",0,"logical","logical",35995
"DRB5","AGE IN DAYS OF PROV-REPTD RUBELLA-ONLY SHOT #5",0,"logical","logical",35995
"DRB6","AGE IN DAYS OF PROV-REPTD RUBELLA-ONLY SHOT #6",0,"logical","logical",35995
"DRB7","AGE IN DAYS OF PROV-REPTD RUBELLA-ONLY SHOT #7",0,"logical","logical",35995
"DRB8","AGE IN DAYS OF PROV-REPTD RUBELLA-ONLY SHOT #8",0,"logical","logical",35995
"DRB9","AGE IN DAYS OF PROV-REPTD RUBELLA-ONLY SHOT #9",0,"logical","logical",35995
"DROT1","AGE IN DAYS OF PROV-REPTD ROTAVIRUS-CONTAINING SHOT #1",0,"integer","integer",19077
"DROT2","AGE IN DAYS OF PROV-REPTD ROTAVIRUS-CONTAINING SHOT #2",0,"integer","integer",19562
"DROT3","AGE IN DAYS OF PROV-REPTD ROTAVIRUS-CONTAINING SHOT #3",0,"integer","integer",24477
"DROT4","AGE IN DAYS OF PROV-REPTD ROTAVIRUS-CONTAINING SHOT #4",0,"integer","integer",35956
"DROT5","AGE IN DAYS OF PROV-REPTD ROTAVIRUS-CONTAINING SHOT #5",0,"integer","integer",35993
"DROT6","AGE IN DAYS OF PROV-REPTD ROTAVIRUS-CONTAINING SHOT #6",0,"integer","integer",35994
"DROT7","AGE IN DAYS OF PROV-REPTD ROTAVIRUS-CONTAINING SHOT #7",0,"logical","logical",35995
"DROT8","AGE IN DAYS OF PROV-REPTD ROTAVIRUS-CONTAINING SHOT #8",0,"logical","logical",35995
"DROT9","AGE IN DAYS OF PROV-REPTD ROTAVIRUS-CONTAINING SHOT #9",0,"logical","logical",35995
"DVRC1","AGE IN DAYS OF PROV-REPTD VARICELLA-CONTAINING SHOT #1",0,"integer","integer",18873
"DVRC2","AGE IN DAYS OF PROV-REPTD VARICELLA-CONTAINING SHOT #2",0,"integer","integer",35660
"DVRC3","AGE IN DAYS OF PROV-REPTD VARICELLA-CONTAINING SHOT #3",0,"logical","logical",35995
"DVRC4","AGE IN DAYS OF PROV-REPTD VARICELLA-CONTAINING SHOT #4",0,"logical","logical",35995
"DVRC5","AGE IN DAYS OF PROV-REPTD VARICELLA-CONTAINING SHOT #5",0,"logical","logical",35995
"DVRC6","AGE IN DAYS OF PROV-REPTD VARICELLA-CONTAINING SHOT #6",0,"logical","logical",35995
"DVRC7","AGE IN DAYS OF PROV-REPTD VARICELLA-CONTAINING SHOT #7",0,"logical","logical",35995
"DVRC8","AGE IN DAYS OF PROV-REPTD VARICELLA-CONTAINING SHOT #8",0,"logical","logical",35995
"DVRC9","AGE IN DAYS OF PROV-REPTD VARICELLA-CONTAINING SHOT #9",0,"logical","logical",35995
"DTP1_AGE","AGE IN MONTHS OF PROV-REPTD DT-CONTAINING SHOT #1",0,"integer","integer",18150
"DTP2_AGE","AGE IN MONTHS OF PROV-REPTD DT-CONTAINING SHOT #2",0,"integer","integer",18309
"DTP3_AGE","AGE IN MONTHS OF PROV-REPTD DT-CONTAINING SHOT #3",0,"integer","integer",18526
"DTP4_AGE","AGE IN MONTHS OF PROV-REPTD DT-CONTAINING SHOT #4",0,"integer","integer",19935
"DTP5_AGE","AGE IN MONTHS OF PROV-REPTD DT-CONTAINING SHOT #5",0,"integer","integer",35717
"DTP6_AGE","AGE IN MONTHS OF PROV-REPTD DT-CONTAINING SHOT #6",0,"integer","integer",35971
"DTP7_AGE","AGE IN MONTHS OF PROV-REPTD DT-CONTAINING SHOT #7",0,"integer","integer",35988
"DTP8_AGE","AGE IN MONTHS OF PROV-REPTD DT-CONTAINING SHOT #8",0,"integer","integer",35992
"DTP9_AGE","AGE IN MONTHS OF PROV-REPTD DT-CONTAINING SHOT #9",0,"integer","integer",35994
"FLU1_AGE","AGE IN MONTHS OF PROV-REPTD SEASONAL FLU-CONTAINING VACCINATION #1",0,"integer","integer",21171
"FLU2_AGE","AGE IN MONTHS OF PROV-REPTD SEASONAL FLU-CONTAINING VACCINATION #2",0,"integer","integer",22728
"FLU3_AGE","AGE IN MONTHS OF PROV-REPTD SEASONAL FLU-CONTAINING VACCINATION #3",0,"integer","integer",25806
"FLU4_AGE","AGE IN MONTHS OF PROV-REPTD SEASONAL FLU-CONTAINING VACCINATION #4",0,"integer","integer",32367
"FLU5_AGE","AGE IN MONTHS OF PROV-REPTD SEASONAL FLU-CONTAINING VACCINATION #5",0,"integer","integer",35763
"FLU6_AGE","AGE IN MONTHS OF PROV-REPTD SEASONAL FLU-CONTAINING VACCINATION #6",0,"integer","integer",35984
"FLU7_AGE","AGE IN MONTHS OF PROV-REPTD SEASONAL FLU-CONTAINING VACCINATION #7",0,"logical","logical",35995
"FLU8_AGE","AGE IN MONTHS OF PROV-REPTD SEASONAL FLU-CONTAINING VACCINATION #8",0,"logical","logical",35995
"FLU9_AGE","AGE IN MONTHS OF PROV-REPTD SEASONAL FLU-CONTAINING VACCINATION #9",0,"logical","logical",35995
"HEA1_AGE","AGE IN MONTHS OF PROV-REPTD HEPATITIS A-CONTAINING SHOT #1",0,"integer","integer",19263
"HEA2_AGE","AGE IN MONTHS OF PROV-REPTD HEPATITIS A-CONTAINING SHOT #2",0,"integer","integer",22667
"HEA3_AGE","AGE IN MONTHS OF PROV-REPTD HEPATITIS A-CONTAINING SHOT #3",0,"integer","integer",35855
"HEA4_AGE","AGE IN MONTHS OF PROV-REPTD HEPATITIS A-CONTAINING SHOT #4",0,"integer","integer",35988
"HEA5_AGE","AGE IN MONTHS OF PROV-REPTD HEPATITIS A-CONTAINING SHOT #5",0,"logical","logical",35995
"HEA6_AGE","AGE IN MONTHS OF PROV-REPTD HEPATITIS A-CONTAINING SHOT #6",0,"logical","logical",35995
"HEA7_AGE","AGE IN MONTHS OF PROV-REPTD HEPATITIS A-CONTAINING SHOT #7",0,"logical","logical",35995
"HEA8_AGE","AGE IN MONTHS OF PROV-REPTD HEPATITIS A-CONTAINING SHOT #8",0,"logical","logical",35995
"HEA9_AGE","AGE IN MONTHS OF PROV-REPTD HEPATITIS A-CONTAINING SHOT #9",0,"logical","logical",35995
"HEP1_AGE","AGE IN MONTHS OF PROV-REPTD HEPATITIS B-CONTAINING SHOT #1",0,"integer","integer",18049
"HEP2_AGE","AGE IN MONTHS OF PROV-REPTD HEPATITIS B-CONTAINING SHOT #2",0,"integer","integer",18375
"HEP3_AGE","AGE IN MONTHS OF PROV-REPTD HEPATITIS B-CONTAINING SHOT #3",0,"integer","integer",18807
"HEP4_AGE","AGE IN MONTHS OF PROV-REPTD HEPATITIS B-CONTAINING SHOT #4",0,"integer","integer",29345
"HEP5_AGE","AGE IN MONTHS OF PROV-REPTD HEPATITIS B-CONTAINING SHOT #5",0,"integer","integer",35743
"HEP6_AGE","AGE IN MONTHS OF PROV-REPTD HEPATITIS B-CONTAINING SHOT #6",0,"integer","integer",35976
"HEP7_AGE","AGE IN MONTHS OF PROV-REPTD HEPATITIS B-CONTAINING SHOT #7",0,"integer","integer",35991
"HEP8_AGE","AGE IN MONTHS OF PROV-REPTD HEPATITIS B-CONTAINING SHOT #8",0,"logical","logical",35995
"HEP9_AGE","AGE IN MONTHS OF PROV-REPTD HEPATITIS B-CONTAINING SHOT #9",0,"logical","logical",35995
"HIB1_AGE","AGE IN MONTHS OF PROV-REPTD HIB-CONTAINING SHOT #1",0,"integer","integer",18186
"HIB2_AGE","AGE IN MONTHS OF PROV-REPTD HIB-CONTAINING SHOT #2",0,"integer","integer",18395
"HIB3_AGE","AGE IN MONTHS OF PROV-REPTD HIB-CONTAINING SHOT #3",0,"integer","integer",18839
"HIB4_AGE","AGE IN MONTHS OF PROV-REPTD HIB-CONTAINING SHOT #4",0,"integer","integer",24107
"HIB5_AGE","AGE IN MONTHS OF PROV-REPTD HIB-CONTAINING SHOT #5",0,"integer","integer",35796
"HIB6_AGE","AGE IN MONTHS OF PROV-REPTD HIB-CONTAINING SHOT #6",0,"integer","integer",35985
"HIB7_AGE","AGE IN MONTHS OF PROV-REPTD HIB-CONTAINING SHOT #7",0,"integer","integer",35992
"HIB8_AGE","AGE IN MONTHS OF PROV-REPTD HIB-CONTAINING SHOT #8",0,"integer","integer",35993
"HIB9_AGE","AGE IN MONTHS OF PROV-REPTD HIB-CONTAINING SHOT #9",0,"integer","integer",35994
"MMR1_AGE","AGE IN MONTHS OF PROV-REPTD MEASLES-CONTAINING SHOT #1",0,"integer","integer",18737
"MMR2_AGE","AGE IN MONTHS OF PROV-REPTD MEASLES-CONTAINING SHOT #2",0,"integer","integer",35100
"MMR3_AGE","AGE IN MONTHS OF PROV-REPTD MEASLES-CONTAINING SHOT #3",0,"integer","integer",35960
"MMR4_AGE","AGE IN MONTHS OF PROV-REPTD MEASLES-CONTAINING SHOT #4",0,"logical","logical",35995
"MMR5_AGE","AGE IN MONTHS OF PROV-REPTD MEASLES-CONTAINING SHOT #5",0,"logical","logical",35995
"MMR6_AGE","AGE IN MONTHS OF PROV-REPTD MEASLES-CONTAINING SHOT #6",0,"logical","logical",35995
"MMR7_AGE","AGE IN MONTHS OF PROV-REPTD MEASLES-CONTAINING SHOT #7",0,"logical","logical",35995
"MMR8_AGE","AGE IN MONTHS OF PROV-REPTD MEASLES-CONTAINING SHOT #8",0,"logical","logical",35995
"MMR9_AGE","AGE IN MONTHS OF PROV-REPTD MEASLES-CONTAINING SHOT #9",0,"logical","logical",35995
"MP1_AGE","AGE IN MONTHS OF PROV-REPTD MUMPS-ONLY SHOT #1",0,"integer","integer",35994
"MP2_AGE","AGE IN MONTHS OF PROV-REPTD MUMPS-ONLY SHOT #2",0,"logical","logical",35995
"MP3_AGE","AGE IN MONTHS OF PROV-REPTD MUMPS-ONLY SHOT #3",0,"logical","logical",35995
"MP4_AGE","AGE IN MONTHS OF PROV-REPTD MUMPS-ONLY SHOT #4",0,"logical","logical",35995
"MP5_AGE","AGE IN MONTHS OF PROV-REPTD MUMPS-ONLY SHOT #5",0,"logical","logical",35995
"MP6_AGE","AGE IN MONTHS OF PROV-REPTD MUMPS-ONLY SHOT #6",0,"logical","logical",35995
"MP7_AGE","AGE IN MONTHS OF PROV-REPTD MUMPS-ONLY SHOT #7",0,"logical","logical",35995
"MP8_AGE","AGE IN MONTHS OF PROV-REPTD MUMPS-ONLY SHOT #8",0,"logical","logical",35995
"MP9_AGE","AGE IN MONTHS OF PROV-REPTD MUMPS-ONLY SHOT #9",0,"logical","logical",35995
"MPR1_AGE","AGE IN MONTHS OF PROV-REPTD (MUMPS/RUBELLA)-ONLY SHOT #1",0,"logical","logical",35995
"MPR2_AGE","AGE IN MONTHS OF PROV-REPTD (MUMPS/RUBELLA)-ONLY SHOT #2",0,"logical","logical",35995
"MPR3_AGE","AGE IN MONTHS OF PROV-REPTD (MUMPS/RUBELLA)-ONLY SHOT #3",0,"logical","logical",35995
"MPR4_AGE","AGE IN MONTHS OF PROV-REPTD (MUMPS/RUBELLA)-ONLY SHOT #4",0,"logical","logical",35995
"MPR5_AGE","AGE IN MONTHS OF PROV-REPTD (MUMPS/RUBELLA)-ONLY SHOT #5",0,"logical","logical",35995
"MPR6_AGE","AGE IN MONTHS OF PROV-REPTD (MUMPS/RUBELLA)-ONLY SHOT #6",0,"logical","logical",35995
"MPR7_AGE","AGE IN MONTHS OF PROV-REPTD (MUMPS/RUBELLA)-ONLY SHOT #7",0,"logical","logical",35995
"MPR8_AGE","AGE IN MONTHS OF PROV-REPTD (MUMPS/RUBELLA)-ONLY SHOT #8",0,"logical","logical",35995
"MPR9_AGE","AGE IN MONTHS OF PROV-REPTD (MUMPS/RUBELLA)-ONLY SHOT #9",0,"logical","logical",35995
"PCV1_AGE","AGE IN MONTHS OF PROV-REPTD PNEUMOCOCCAL-CONTAINING SHOT #1",0,"integer","integer",18219
"PCV2_AGE","AGE IN MONTHS OF PROV-REPTD PNEUMOCOCCAL-CONTAINING SHOT #2",0,"integer","integer",18395
"PCV3_AGE","AGE IN MONTHS OF PROV-REPTD PNEUMOCOCCAL-CONTAINING SHOT #3",0,"integer","integer",18699
"PCV4_AGE","AGE IN MONTHS OF PROV-REPTD PNEUMOCOCCAL-CONTAINING SHOT #4",0,"integer","integer",20000
"PCV5_AGE","AGE IN MONTHS OF PROV-REPTD PNEUMOCOCCAL-CONTAINING SHOT #5",0,"integer","integer",35818
"PCV6_AGE","AGE IN MONTHS OF PROV-REPTD PNEUMOCOCCAL-CONTAINING SHOT #6",0,"integer","integer",35988
"PCV7_AGE","AGE IN MONTHS OF PROV-REPTD PNEUMOCOCCAL-CONTAINING SHOT #7",0,"integer","integer",35993
"PCV8_AGE","AGE IN MONTHS OF PROV-REPTD PNEUMOCOCCAL-CONTAINING SHOT #8",0,"integer","integer",35993
"PCV9_AGE","AGE IN MONTHS OF PROV-REPTD PNEUMOCOCCAL-CONTAINING SHOT #9",0,"logical","logical",35995
"POL1_AGE","AGE IN MONTHS OF PROV-REPTD POLIO-CONTAINING SHOT #1",0,"integer","integer",18208
"POL2_AGE","AGE IN MONTHS OF PROV-REPTD POLIO-CONTAINING SHOT #2",0,"integer","integer",18362
"POL3_AGE","AGE IN MONTHS OF PROV-REPTD POLIO-CONTAINING SHOT #3",0,"integer","integer",18640
"POL4_AGE","AGE IN MONTHS OF PROV-REPTD POLIO-CONTAINING SHOT #4",0,"integer","integer",30938
"POL5_AGE","AGE IN MONTHS OF PROV-REPTD POLIO-CONTAINING SHOT #5",0,"integer","integer",35889
"POL6_AGE","AGE IN MONTHS OF PROV-REPTD POLIO-CONTAINING SHOT #6",0,"integer","integer",35982
"POL7_AGE","AGE IN MONTHS OF PROV-REPTD POLIO-CONTAINING SHOT #7",0,"integer","integer",35992
"POL8_AGE","AGE IN MONTHS OF PROV-REPTD POLIO-CONTAINING SHOT #8",0,"integer","integer",35994
"POL9_AGE","AGE IN MONTHS OF PROV-REPTD POLIO-CONTAINING SHOT #9",0,"logical","logical",35995
"RB1_AGE","AGE IN MONTHS OF PROV-REPTD RUBELLA-ONLY SHOT #1",0,"integer","integer",35994
"RB2_AGE","AGE IN MONTHS OF PROV-REPTD RUBELLA-ONLY SHOT #2",0,"logical","logical",35995
"RB3_AGE","AGE IN MONTHS OF PROV-REPTD RUBELLA-ONLY SHOT #3",0,"logical","logical",35995
"RB4_AGE","AGE IN MONTHS OF PROV-REPTD RUBELLA-ONLY SHOT #4",0,"logical","logical",35995
"RB5_AGE","AGE IN MONTHS OF PROV-REPTD RUBELLA-ONLY SHOT #5",0,"logical","logical",35995
"RB6_AGE","AGE IN MONTHS OF PROV-REPTD RUBELLA-ONLY SHOT #6",0,"logical","logical",35995
"RB7_AGE","AGE IN MONTHS OF PROV-REPTD RUBELLA-ONLY SHOT #7",0,"logical","logical",35995
"RB8_AGE","AGE IN MONTHS OF PROV-REPTD RUBELLA-ONLY SHOT #8",0,"logical","logical",35995
"RB9_AGE","AGE IN MONTHS OF PROV-REPTD RUBELLA-ONLY SHOT #9",0,"logical","logical",35995
"ROT1_AGE","AGE IN MONTHS OF PROV-REPTD ROTAVIRUS-CONTAINING SHOT #1",0,"integer","integer",19077
"ROT2_AGE","AGE IN MONTHS OF PROV-REPTD ROTAVIRUS-CONTAINING SHOT #2",0,"integer","integer",19562
"ROT3_AGE","AGE IN MONTHS OF PROV-REPTD ROTAVIRUS-CONTAINING SHOT #3",0,"integer","integer",24477
"ROT4_AGE","AGE IN MONTHS OF PROV-REPTD ROTAVIRUS-CONTAINING SHOT #4",0,"integer","integer",35956
"ROT5_AGE","AGE IN MONTHS OF PROV-REPTD ROTAVIRUS-CONTAINING SHOT #5",0,"integer","integer",35993
"ROT6_AGE","AGE IN MONTHS OF PROV-REPTD ROTAVIRUS-CONTAINING SHOT #6",0,"integer","integer",35994
"ROT7_AGE","AGE IN MONTHS OF PROV-REPTD ROTAVIRUS-CONTAINING SHOT #7",0,"logical","logical",35995
"ROT8_AGE","AGE IN MONTHS OF PROV-REPTD ROTAVIRUS-CONTAINING SHOT #8",0,"logical","logical",35995
"ROT9_AGE","AGE IN MONTHS OF PROV-REPTD ROTAVIRUS-CONTAINING SHOT #9",0,"logical","logical",35995
"VRC1_AGE","AGE IN MONTHS OF PROV-REPTD VARICELLA-CONTAINING SHOT #1",0,"integer","integer",18873
"VRC2_AGE","AGE IN MONTHS OF PROV-REPTD VARICELLA-CONTAINING SHOT #2",0,"integer","integer",35660
"VRC3_AGE","AGE IN MONTHS OF PROV-REPTD VARICELLA-CONTAINING SHOT #3",0,"logical","logical",35995
"VRC4_AGE","AGE IN MONTHS OF PROV-REPTD VARICELLA-CONTAINING SHOT #4",0,"logical","logical",35995
"VRC5_AGE","AGE IN MONTHS OF PROV-REPTD VARICELLA-CONTAINING SHOT #5",0,"logical","logical",35995
"VRC6_AGE","AGE IN MONTHS OF PROV-REPTD VARICELLA-CONTAINING SHOT #6",0,"logical","logical",35995
"VRC7_AGE","AGE IN MONTHS OF PROV-REPTD VARICELLA-CONTAINING SHOT #7",0,"logical","logical",35995
"VRC8_AGE","AGE IN MONTHS OF PROV-REPTD VARICELLA-CONTAINING SHOT #8",0,"logical","logical",35995
"VRC9_AGE","AGE IN MONTHS OF PROV-REPTD VARICELLA-CONTAINING SHOT #9",0,"logical","logical",35995
"XDTPTY1","",58,"","integer",18254
"XDTPTY2","",58,"","integer",18396
"XDTPTY3","",58,"","integer",18625
"XDTPTY4","",58,"","integer",19962
"XDTPTY5","",58,"","integer",35720
"XDTPTY6","",58,"","integer",35972
"XDTPTY7","",58,"","integer",35988
"XDTPTY8","",58,"","integer",35992
"XDTPTY9","",58,"","integer",35994
"XFLUTY1","",58,"","integer",21171
"XFLUTY2","",58,"","integer",22728
"XFLUTY3","",58,"","integer",25806
"XFLUTY4","",58,"","integer",32367
"XFLUTY5","",58,"","integer",35763
"XFLUTY6","",58,"","integer",35984
"XFLUTY7","",58,"","integer",35995
"XFLUTY8","",58,"","integer",35995
"XFLUTY9","",58,"","integer",35995
"XHEPTY1","",58,"","integer",18077
"XHEPTY2","",58,"","integer",18477
"XHEPTY3","",58,"","integer",18913
"XHEPTY4","",58,"","integer",29413
"XHEPTY5","",58,"","integer",35758
"XHEPTY6","",58,"","integer",35978
"XHEPTY7","",58,"","integer",35991
"XHEPTY8","",58,"","integer",35995
"XHEPTY9","",58,"","integer",35995
"XHIBTY1","",58,"","integer",18290
"XHIBTY2","",58,"","integer",18483
"XHIBTY3","",58,"","integer",18936
"XHIBTY4","",58,"","integer",24135
"XHIBTY5","",58,"","integer",35799
"XHIBTY6","",58,"","integer",35985
"XHIBTY7","",58,"","integer",35993
"XHIBTY8","",58,"","integer",35993
"XHIBTY9","",58,"","integer",35994
"XMMRTY1","",58,"","integer",18737
"XMMRTY2","",58,"","integer",35100
"XMMRTY3","",58,"","integer",35960
"XMMRTY4","",58,"","integer",35995
"XMMRTY5","",58,"","integer",35995
"XMMRTY6","",58,"","integer",35995
"XMMRTY7","",58,"","integer",35995
"XMMRTY8","",58,"","integer",35995
"XMMRTY9","",58,"","integer",35995
"XPCVTY1","",58,"","integer",18219
"XPCVTY2","",58,"","integer",18395
"XPCVTY3","",58,"","integer",18699
"XPCVTY4","",58,"","integer",20000
"XPCVTY5","",58,"","integer",35818
"XPCVTY6","",58,"","integer",35988
"XPCVTY7","",58,"","integer",35993
"XPCVTY8","",58,"","integer",35993
"XPCVTY9","",58,"","integer",35995
"XPOLTY1","",58,"","integer",18310
"XPOLTY2","",58,"","integer",18450
"XPOLTY3","",58,"","integer",18740
"XPOLTY4","",58,"","integer",30967
"XPOLTY5","",58,"","integer",35890
"XPOLTY6","",58,"","integer",35983
"XPOLTY7","",58,"","integer",35992
"XPOLTY8","",58,"","integer",35994
"XPOLTY9","",58,"","integer",35995
"XROTTY1","",58,"","integer",19077
"XROTTY2","",58,"","integer",19562
"XROTTY3","",58,"","integer",24477
"XROTTY4","",58,"","integer",35956
"XROTTY5","",58,"","integer",35993
"XROTTY6","",58,"","integer",35994
"XROTTY7","",58,"","integer",35995
"XROTTY8","",58,"","integer",35995
"XROTTY9","",58,"","integer",35995
"XVRCTY1","",58,"","integer",18873
"XVRCTY2","",58,"","integer",35660
"XVRCTY3","",58,"","integer",35995
"XVRCTY4","",58,"","integer",35995
"XVRCTY5","",58,"","integer",35995
"XVRCTY6","",58,"","integer",35995
"XVRCTY7","",58,"","integer",35995
"XVRCTY8","",58,"","integer",35995
"XVRCTY9","",58,"","integer",35995
"INS_STAT2_I","",5,"","integer",0
"INS_BREAK_I","",5,"","integer",0
