"","Labels","Levels","Class","Storage","NAs"
"DPOLIO9","AGE IN DAYS OF PROV-REPTD POLIO-CONTAINING SHOT #9",0,"logical","logical",36750
"DRB1","AGE IN DAYS OF PROV-REPTD RUBELLA-ONLY SHOT #1",0,"integer","integer",36748
"DRB2","AGE IN DAYS OF PROV-REPTD RUBELLA-ONLY SHOT #2",0,"logical","logical",36750
"DRB3","AGE IN DAYS OF PROV-REPTD RUBELLA-ONLY SHOT #3",0,"logical","logical",36750
"DRB4","AGE IN DAYS OF PROV-REPTD RUBELLA-ONLY SHOT #4",0,"logical","logical",36750
"DRB5","AGE IN DAYS OF PROV-REPTD RUBELLA-ONLY SHOT #5",0,"logical","logical",36750
"DRB6","AGE IN DAYS OF PROV-REPTD RUBELLA-ONLY SHOT #6",0,"logical","logical",36750
"DRB7","AGE IN DAYS OF PROV-REPTD RUBELLA-ONLY SHOT #7",0,"logical","logical",36750
"DRB8","AGE IN DAYS OF PROV-REPTD RUBELLA-ONLY SHOT #8",0,"logical","logical",36750
"DRB9","AGE IN DAYS OF PROV-REPTD RUBELLA-ONLY SHOT #9",0,"logical","logical",36750
"DROT1","AGE IN DAYS OF PROV-REPTD ROTAVIRUS-CONTAINING SHOT #1",0,"integer","integer",18837
"DROT2","AGE IN DAYS OF PROV-REPTD ROTAVIRUS-CONTAINING SHOT #2",0,"integer","integer",19392
"DROT3","AGE IN DAYS OF PROV-REPTD ROTAVIRUS-CONTAINING SHOT #3",0,"integer","integer",24885
"DROT4","AGE IN DAYS OF PROV-REPTD ROTAVIRUS-CONTAINING SHOT #4",0,"integer","integer",36715
"DROT5","AGE IN DAYS OF PROV-REPTD ROTAVIRUS-CONTAINING SHOT #5",0,"integer","integer",36749
"DROT6","AGE IN DAYS OF PROV-REPTD ROTAVIRUS-CONTAINING SHOT #6",0,"logical","logical",36750
"DROT7","AGE IN DAYS OF PROV-REPTD ROTAVIRUS-CONTAINING SHOT #7",0,"logical","logical",36750
"DROT8","AGE IN DAYS OF PROV-REPTD ROTAVIRUS-CONTAINING SHOT #8",0,"logical","logical",36750
"DROT9","AGE IN DAYS OF PROV-REPTD ROTAVIRUS-CONTAINING SHOT #9",0,"logical","logical",36750
"DVRC1","AGE IN DAYS OF PROV-REPTD VARICELLA-CONTAINING SHOT #1",0,"integer","integer",18484
"DVRC2","AGE IN DAYS OF PROV-REPTD VARICELLA-CONTAINING SHOT #2",0,"integer","integer",36432
"DVRC3","AGE IN DAYS OF PROV-REPTD VARICELLA-CONTAINING SHOT #3",0,"integer","integer",36747
"DVRC4","AGE IN DAYS OF PROV-REPTD VARICELLA-CONTAINING SHOT #4",0,"logical","logical",36750
"DVRC5","AGE IN DAYS OF PROV-REPTD VARICELLA-CONTAINING SHOT #5",0,"logical","logical",36750
"DVRC6","AGE IN DAYS OF PROV-REPTD VARICELLA-CONTAINING SHOT #6",0,"logical","logical",36750
"DVRC7","AGE IN DAYS OF PROV-REPTD VARICELLA-CONTAINING SHOT #7",0,"logical","logical",36750
"DVRC8","AGE IN DAYS OF PROV-REPTD VARICELLA-CONTAINING SHOT #8",0,"logical","logical",36750
"DVRC9","AGE IN DAYS OF PROV-REPTD VARICELLA-CONTAINING SHOT #9",0,"logical","logical",36750
"DTP1_AGE","AGE IN MONTHS OF PROV-REPTD DT-CONTAINING SHOT #1",0,"integer","integer",17692
"DTP2_AGE","AGE IN MONTHS OF PROV-REPTD DT-CONTAINING SHOT #2",0,"integer","integer",17870
"DTP3_AGE","AGE IN MONTHS OF PROV-REPTD DT-CONTAINING SHOT #3",0,"integer","integer",18118
"DTP4_AGE","AGE IN MONTHS OF PROV-REPTD DT-CONTAINING SHOT #4",0,"integer","integer",19652
"DTP5_AGE","AGE IN MONTHS OF PROV-REPTD DT-CONTAINING SHOT #5",0,"integer","integer",36424
"DTP6_AGE","AGE IN MONTHS OF PROV-REPTD DT-CONTAINING SHOT #6",0,"integer","integer",36718
"DTP7_AGE","AGE IN MONTHS OF PROV-REPTD DT-CONTAINING SHOT #7",0,"integer","integer",36742
"DTP8_AGE","AGE IN MONTHS OF PROV-REPTD DT-CONTAINING SHOT #8",0,"logical","logical",36750
"DTP9_AGE","AGE IN MONTHS OF PROV-REPTD DT-CONTAINING SHOT #9",0,"logical","logical",36750
"FLU1_AGE","AGE IN MONTHS OF PROV-REPTD SEASONAL FLU-CONTAINING VACCINATION #1",0,"integer","integer",21148
"FLU2_AGE","AGE IN MONTHS OF PROV-REPTD SEASONAL FLU-CONTAINING VACCINATION #2",0,"integer","integer",22863
"FLU3_AGE","AGE IN MONTHS OF PROV-REPTD SEASONAL FLU-CONTAINING VACCINATION #3",0,"integer","integer",26387
"FLU4_AGE","AGE IN MONTHS OF PROV-REPTD SEASONAL FLU-CONTAINING VACCINATION #4",0,"integer","integer",33047
"FLU5_AGE","AGE IN MONTHS OF PROV-REPTD SEASONAL FLU-CONTAINING VACCINATION #5",0,"integer","integer",36517
"FLU6_AGE","AGE IN MONTHS OF PROV-REPTD SEASONAL FLU-CONTAINING VACCINATION #6",0,"integer","integer",36735
"FLU7_AGE","AGE IN MONTHS OF PROV-REPTD SEASONAL FLU-CONTAINING VACCINATION #7",0,"integer","integer",36749
"FLU8_AGE","AGE IN MONTHS OF PROV-REPTD SEASONAL FLU-CONTAINING VACCINATION #8",0,"logical","logical",36750
"FLU9_AGE","AGE IN MONTHS OF PROV-REPTD SEASONAL FLU-CONTAINING VACCINATION #9",0,"logical","logical",36750
"HEA1_AGE","AGE IN MONTHS OF PROV-REPTD HEPATITIS A-CONTAINING SHOT #1",0,"integer","integer",18992
"HEA2_AGE","AGE IN MONTHS OF PROV-REPTD HEPATITIS A-CONTAINING SHOT #2",0,"integer","integer",22652
"HEA3_AGE","AGE IN MONTHS OF PROV-REPTD HEPATITIS A-CONTAINING SHOT #3",0,"integer","integer",36640
"HEA4_AGE","AGE IN MONTHS OF PROV-REPTD HEPATITIS A-CONTAINING SHOT #4",0,"integer","integer",36744
"HEA5_AGE","AGE IN MONTHS OF PROV-REPTD HEPATITIS A-CONTAINING SHOT #5",0,"logical","logical",36750
"HEA6_AGE","AGE IN MONTHS OF PROV-REPTD HEPATITIS A-CONTAINING SHOT #6",0,"logical","logical",36750
"HEA7_AGE","AGE IN MONTHS OF PROV-REPTD HEPATITIS A-CONTAINING SHOT #7",0,"logical","logical",36750
"HEA8_AGE","AGE IN MONTHS OF PROV-REPTD HEPATITIS A-CONTAINING SHOT #8",0,"logical","logical",36750
"HEA9_AGE","AGE IN MONTHS OF PROV-REPTD HEPATITIS A-CONTAINING SHOT #9",0,"logical","logical",36750
"HEP1_AGE","AGE IN MONTHS OF PROV-REPTD HEPATITIS B-CONTAINING SHOT #1",0,"integer","integer",17612
"HEP2_AGE","AGE IN MONTHS OF PROV-REPTD HEPATITIS B-CONTAINING SHOT #2",0,"integer","integer",17975
"HEP3_AGE","AGE IN MONTHS OF PROV-REPTD HEPATITIS B-CONTAINING SHOT #3",0,"integer","integer",18467
"HEP4_AGE","AGE IN MONTHS OF PROV-REPTD HEPATITIS B-CONTAINING SHOT #4",0,"integer","integer",29733
"HEP5_AGE","AGE IN MONTHS OF PROV-REPTD HEPATITIS B-CONTAINING SHOT #5",0,"integer","integer",36449
"HEP6_AGE","AGE IN MONTHS OF PROV-REPTD HEPATITIS B-CONTAINING SHOT #6",0,"integer","integer",36726
"HEP7_AGE","AGE IN MONTHS OF PROV-REPTD HEPATITIS B-CONTAINING SHOT #7",0,"integer","integer",36743
"HEP8_AGE","AGE IN MONTHS OF PROV-REPTD HEPATITIS B-CONTAINING SHOT #8",0,"logical","logical",36750
"HEP9_AGE","AGE IN MONTHS OF PROV-REPTD HEPATITIS B-CONTAINING SHOT #9",0,"logical","logical",36750
"HIB1_AGE","AGE IN MONTHS OF PROV-REPTD HIB-CONTAINING SHOT #1",0,"integer","integer",17741
"HIB2_AGE","AGE IN MONTHS OF PROV-REPTD HIB-CONTAINING SHOT #2",0,"integer","integer",17982
"HIB3_AGE","AGE IN MONTHS OF PROV-REPTD HIB-CONTAINING SHOT #3",0,"integer","integer",18471
"HIB4_AGE","AGE IN MONTHS OF PROV-REPTD HIB-CONTAINING SHOT #4",0,"integer","integer",23881
"HIB5_AGE","AGE IN MONTHS OF PROV-REPTD HIB-CONTAINING SHOT #5",0,"integer","integer",36584
"HIB6_AGE","AGE IN MONTHS OF PROV-REPTD HIB-CONTAINING SHOT #6",0,"integer","integer",36742
"HIB7_AGE","AGE IN MONTHS OF PROV-REPTD HIB-CONTAINING SHOT #7",0,"integer","integer",36747
"HIB8_AGE","AGE IN MONTHS OF PROV-REPTD HIB-CONTAINING SHOT #8",0,"logical","logical",36750
"HIB9_AGE","AGE IN MONTHS OF PROV-REPTD HIB-CONTAINING SHOT #9",0,"logical","logical",36750
"MMR1_AGE","AGE IN MONTHS OF PROV-REPTD MEASLES-CONTAINING SHOT #1",0,"integer","integer",18305
"MMR2_AGE","AGE IN MONTHS OF PROV-REPTD MEASLES-CONTAINING SHOT #2",0,"integer","integer",35762
"MMR3_AGE","AGE IN MONTHS OF PROV-REPTD MEASLES-CONTAINING SHOT #3",0,"integer","integer",36736
"MMR4_AGE","AGE IN MONTHS OF PROV-REPTD MEASLES-CONTAINING SHOT #4",0,"logical","logical",36750
"MMR5_AGE","AGE IN MONTHS OF PROV-REPTD MEASLES-CONTAINING SHOT #5",0,"logical","logical",36750
"MMR6_AGE","AGE IN MONTHS OF PROV-REPTD MEASLES-CONTAINING SHOT #6",0,"logical","logical",36750
"MMR7_AGE","AGE IN MONTHS OF PROV-REPTD MEASLES-CONTAINING SHOT #7",0,"logical","logical",36750
"MMR8_AGE","AGE IN MONTHS OF PROV-REPTD MEASLES-CONTAINING SHOT #8",0,"logical","logical",36750
"MMR9_AGE","AGE IN MONTHS OF PROV-REPTD MEASLES-CONTAINING SHOT #9",0,"logical","logical",36750
"MP1_AGE","AGE IN MONTHS OF PROV-REPTD MUMPS-ONLY SHOT #1",0,"integer","integer",36749
"MP2_AGE","AGE IN MONTHS OF PROV-REPTD MUMPS-ONLY SHOT #2",0,"logical","logical",36750
"MP3_AGE","AGE IN MONTHS OF PROV-REPTD MUMPS-ONLY SHOT #3",0,"logical","logical",36750
"MP4_AGE","AGE IN MONTHS OF PROV-REPTD MUMPS-ONLY SHOT #4",0,"logical","logical",36750
"MP5_AGE","AGE IN MONTHS OF PROV-REPTD MUMPS-ONLY SHOT #5",0,"logical","logical",36750
"MP6_AGE","AGE IN MONTHS OF PROV-REPTD MUMPS-ONLY SHOT #6",0,"logical","logical",36750
"MP7_AGE","AGE IN MONTHS OF PROV-REPTD MUMPS-ONLY SHOT #7",0,"logical","logical",36750
"MP8_AGE","AGE IN MONTHS OF PROV-REPTD MUMPS-ONLY SHOT #8",0,"logical","logical",36750
"MP9_AGE","AGE IN MONTHS OF PROV-REPTD MUMPS-ONLY SHOT #9",0,"logical","logical",36750
"MPR1_AGE","AGE IN MONTHS OF PROV-REPTD (MUMPS/RUBELLA)-ONLY SHOT #1",0,"logical","logical",36750
"MPR2_AGE","AGE IN MONTHS OF PROV-REPTD (MUMPS/RUBELLA)-ONLY SHOT #2",0,"logical","logical",36750
"MPR3_AGE","AGE IN MONTHS OF PROV-REPTD (MUMPS/RUBELLA)-ONLY SHOT #3",0,"logical","logical",36750
"MPR4_AGE","AGE IN MONTHS OF PROV-REPTD (MUMPS/RUBELLA)-ONLY SHOT #4",0,"logical","logical",36750
"MPR5_AGE","AGE IN MONTHS OF PROV-REPTD (MUMPS/RUBELLA)-ONLY SHOT #5",0,"logical","logical",36750
"MPR6_AGE","AGE IN MONTHS OF PROV-REPTD (MUMPS/RUBELLA)-ONLY SHOT #6",0,"logical","logical",36750
"MPR7_AGE","AGE IN MONTHS OF PROV-REPTD (MUMPS/RUBELLA)-ONLY SHOT #7",0,"logical","logical",36750
"MPR8_AGE","AGE IN MONTHS OF PROV-REPTD (MUMPS/RUBELLA)-ONLY SHOT #8",0,"logical","logical",36750
"MPR9_AGE","AGE IN MONTHS OF PROV-REPTD (MUMPS/RUBELLA)-ONLY SHOT #9",0,"logical","logical",36750
"PCV1_AGE","AGE IN MONTHS OF PROV-REPTD PNEUMOCOCCAL-CONTAINING SHOT #1",0,"integer","integer",17782
"PCV2_AGE","AGE IN MONTHS OF PROV-REPTD PNEUMOCOCCAL-CONTAINING SHOT #2",0,"integer","integer",17981
"PCV3_AGE","AGE IN MONTHS OF PROV-REPTD PNEUMOCOCCAL-CONTAINING SHOT #3",0,"integer","integer",18324
"PCV4_AGE","AGE IN MONTHS OF PROV-REPTD PNEUMOCOCCAL-CONTAINING SHOT #4",0,"integer","integer",19808
"PCV5_AGE","AGE IN MONTHS OF PROV-REPTD PNEUMOCOCCAL-CONTAINING SHOT #5",0,"integer","integer",36548
"PCV6_AGE","AGE IN MONTHS OF PROV-REPTD PNEUMOCOCCAL-CONTAINING SHOT #6",0,"integer","integer",36743
"PCV7_AGE","AGE IN MONTHS OF PROV-REPTD PNEUMOCOCCAL-CONTAINING SHOT #7",0,"integer","integer",36747
"PCV8_AGE","AGE IN MONTHS OF PROV-REPTD PNEUMOCOCCAL-CONTAINING SHOT #8",0,"logical","logical",36750
"PCV9_AGE","AGE IN MONTHS OF PROV-REPTD PNEUMOCOCCAL-CONTAINING SHOT #9",0,"logical","logical",36750
"POL1_AGE","AGE IN MONTHS OF PROV-REPTD POLIO-CONTAINING SHOT #1",0,"integer","integer",17760
"POL2_AGE","AGE IN MONTHS OF PROV-REPTD POLIO-CONTAINING SHOT #2",0,"integer","integer",17941
"POL3_AGE","AGE IN MONTHS OF PROV-REPTD POLIO-CONTAINING SHOT #3",0,"integer","integer",18258
"POL4_AGE","AGE IN MONTHS OF PROV-REPTD POLIO-CONTAINING SHOT #4",0,"integer","integer",31603
"POL5_AGE","AGE IN MONTHS OF PROV-REPTD POLIO-CONTAINING SHOT #5",0,"integer","integer",36631
"POL6_AGE","AGE IN MONTHS OF PROV-REPTD POLIO-CONTAINING SHOT #6",0,"integer","integer",36735
"POL7_AGE","AGE IN MONTHS OF PROV-REPTD POLIO-CONTAINING SHOT #7",0,"integer","integer",36749
"POL8_AGE","AGE IN MONTHS OF PROV-REPTD POLIO-CONTAINING SHOT #8",0,"logical","logical",36750
"POL9_AGE","AGE IN MONTHS OF PROV-REPTD POLIO-CONTAINING SHOT #9",0,"logical","logical",36750
"RB1_AGE","AGE IN MONTHS OF PROV-REPTD RUBELLA-ONLY SHOT #1",0,"integer","integer",36748
"RB2_AGE","AGE IN MONTHS OF PROV-REPTD RUBELLA-ONLY SHOT #2",0,"logical","logical",36750
"RB3_AGE","AGE IN MONTHS OF PROV-REPTD RUBELLA-ONLY SHOT #3",0,"logical","logical",36750
"RB4_AGE","AGE IN MONTHS OF PROV-REPTD RUBELLA-ONLY SHOT #4",0,"logical","logical",36750
"RB5_AGE","AGE IN MONTHS OF PROV-REPTD RUBELLA-ONLY SHOT #5",0,"logical","logical",36750
"RB6_AGE","AGE IN MONTHS OF PROV-REPTD RUBELLA-ONLY SHOT #6",0,"logical","logical",36750
"RB7_AGE","AGE IN MONTHS OF PROV-REPTD RUBELLA-ONLY SHOT #7",0,"logical","logical",36750
"RB8_AGE","AGE IN MONTHS OF PROV-REPTD RUBELLA-ONLY SHOT #8",0,"logical","logical",36750
"RB9_AGE","AGE IN MONTHS OF PROV-REPTD RUBELLA-ONLY SHOT #9",0,"logical","logical",36750
"ROT1_AGE","AGE IN MONTHS OF PROV-REPTD ROTAVIRUS-CONTAINING SHOT #1",0,"integer","integer",18837
"ROT2_AGE","AGE IN MONTHS OF PROV-REPTD ROTAVIRUS-CONTAINING SHOT #2",0,"integer","integer",19392
"ROT3_AGE","AGE IN MONTHS OF PROV-REPTD ROTAVIRUS-CONTAINING SHOT #3",0,"integer","integer",24885
"ROT4_AGE","AGE IN MONTHS OF PROV-REPTD ROTAVIRUS-CONTAINING SHOT #4",0,"integer","integer",36715
"ROT5_AGE","AGE IN MONTHS OF PROV-REPTD ROTAVIRUS-CONTAINING SHOT #5",0,"integer","integer",36749
"ROT6_AGE","AGE IN MONTHS OF PROV-REPTD ROTAVIRUS-CONTAINING SHOT #6",0,"logical","logical",36750
"ROT7_AGE","AGE IN MONTHS OF PROV-REPTD ROTAVIRUS-CONTAINING SHOT #7",0,"logical","logical",36750
"ROT8_AGE","AGE IN MONTHS OF PROV-REPTD ROTAVIRUS-CONTAINING SHOT #8",0,"logical","logical",36750
"ROT9_AGE","AGE IN MONTHS OF PROV-REPTD ROTAVIRUS-CONTAINING SHOT #9",0,"logical","logical",36750
"VRC1_AGE","AGE IN MONTHS OF PROV-REPTD VARICELLA-CONTAINING SHOT #1",0,"integer","integer",18484
"VRC2_AGE","AGE IN MONTHS OF PROV-REPTD VARICELLA-CONTAINING SHOT #2",0,"integer","integer",36432
"VRC3_AGE","AGE IN MONTHS OF PROV-REPTD VARICELLA-CONTAINING SHOT #3",0,"integer","integer",36747
"VRC4_AGE","AGE IN MONTHS OF PROV-REPTD VARICELLA-CONTAINING SHOT #4",0,"logical","logical",36750
"VRC5_AGE","AGE IN MONTHS OF PROV-REPTD VARICELLA-CONTAINING SHOT #5",0,"logical","logical",36750
"VRC6_AGE","AGE IN MONTHS OF PROV-REPTD VARICELLA-CONTAINING SHOT #6",0,"logical","logical",36750
"VRC7_AGE","AGE IN MONTHS OF PROV-REPTD VARICELLA-CONTAINING SHOT #7",0,"logical","logical",36750
"VRC8_AGE","AGE IN MONTHS OF PROV-REPTD VARICELLA-CONTAINING SHOT #8",0,"logical","logical",36750
"VRC9_AGE","AGE IN MONTHS OF PROV-REPTD VARICELLA-CONTAINING SHOT #9",0,"logical","logical",36750
"XDTPTY1","",58,"","integer",17692
"XDTPTY2","",58,"","integer",17870
"XDTPTY3","",58,"","integer",18118
"XDTPTY4","",58,"","integer",19652
"XDTPTY5","",58,"","integer",36424
"XDTPTY6","",58,"","integer",36718
"XDTPTY7","",58,"","integer",36750
"XDTPTY8","",58,"","integer",36750
"XDTPTY9","",58,"","integer",36750
"XFLUTY1","",58,"","integer",21148
"XFLUTY2","",58,"","integer",22863
"XFLUTY3","",58,"","integer",26387
"XFLUTY4","",58,"","integer",33047
"XFLUTY5","",58,"","integer",36517
"XFLUTY6","",58,"","integer",36735
"XFLUTY7","",58,"","integer",36749
"XFLUTY8","",58,"","integer",36750
"XFLUTY9","",58,"","integer",36750
"XHEPTY1","",58,"","integer",17612
"XHEPTY2","",58,"","integer",17975
"XHEPTY3","",58,"","integer",18467
"XHEPTY4","",58,"","integer",29733
"XHEPTY5","",58,"","integer",36449
"XHEPTY6","",58,"","integer",36741
"XHEPTY7","",58,"","integer",36748
"XHEPTY8","",58,"","integer",36750
"XHEPTY9","",58,"","integer",36750
"XHIBTY1","",58,"","integer",17741
"XHIBTY2","",58,"","integer",17982
"XHIBTY3","",58,"","integer",18471
"XHIBTY4","",58,"","integer",23881
"XHIBTY5","",58,"","integer",36584
"XHIBTY6","",58,"","integer",36742
"XHIBTY7","",58,"","integer",36747
"XHIBTY8","",58,"","integer",36750
"XHIBTY9","",58,"","integer",36750
"XMMRTY1","",58,"","integer",18305
"XMMRTY2","",58,"","integer",35762
"XMMRTY3","",58,"","integer",36736
"XMMRTY4","",58,"","integer",36750
"XMMRTY5","",58,"","integer",36750
"XMMRTY6","",58,"","integer",36750
"XMMRTY7","",58,"","integer",36750
"XMMRTY8","",58,"","integer",36750
"XMMRTY9","",58,"","integer",36750
"XPCVTY1","",58,"","integer",17782
"XPCVTY2","",58,"","integer",17981
"XPCVTY3","",58,"","integer",18324
"XPCVTY4","",58,"","integer",19808
"XPCVTY5","",58,"","integer",36548
"XPCVTY6","",58,"","integer",36743
"XPCVTY7","",58,"","integer",36747
"XPCVTY8","",58,"","integer",36750
"XPCVTY9","",58,"","integer",36750
"XPOLTY1","",58,"","integer",17760
"XPOLTY2","",58,"","integer",17941
"XPOLTY3","",58,"","integer",18258
"XPOLTY4","",58,"","integer",31603
"XPOLTY5","",58,"","integer",36631
"XPOLTY6","",58,"","integer",36735
"XPOLTY7","",58,"","integer",36749
"XPOLTY8","",58,"","integer",36750
"XPOLTY9","",58,"","integer",36750
"XROTTY1","",58,"","integer",18837
"XROTTY2","",58,"","integer",19392
"XROTTY3","",58,"","integer",24885
"XROTTY4","",58,"","integer",36715
"XROTTY5","",58,"","integer",36749
"XROTTY6","",58,"","integer",36750
"XROTTY7","",58,"","integer",36750
"XROTTY8","",58,"","integer",36750
"XROTTY9","",58,"","integer",36750
"XVRCTY1","",58,"","integer",18484
"XVRCTY2","",58,"","integer",36432
"XVRCTY3","",58,"","integer",36747
"XVRCTY4","",58,"","integer",36750
"XVRCTY5","",58,"","integer",36750
"XVRCTY6","",58,"","integer",36750
"XVRCTY7","",58,"","integer",36750
"XVRCTY8","",58,"","integer",36750
"XVRCTY9","",58,"","integer",36750
"INS_STAT2_I","",4,"","integer",17408
"INS_BREAK_I","",4,"","integer",17436
