"","Labels","Levels","Class","Storage","NAs"
"MPR1_AGE","AGE IN MONTHS OF PROV-REPTD (MUMPS/RUBELLA)-ONLY SHOT #1",0,"logical","logical",27592
"MPR2_AGE","AGE IN MONTHS OF PROV-REPTD (MUMPS/RUBELLA)-ONLY SHOT #2",0,"logical","logical",27592
"MPR3_AGE","AGE IN MONTHS OF PROV-REPTD (MUMPS/RUBELLA)-ONLY SHOT #3",0,"logical","logical",27592
"MPR4_AGE","AGE IN MONTHS OF PROV-REPTD (MUMPS/RUBELLA)-ONLY SHOT #4",0,"logical","logical",27592
"MPR5_AGE","AGE IN MONTHS OF PROV-REPTD (MUMPS/RUBELLA)-ONLY SHOT #5",0,"logical","logical",27592
"MPR6_AGE","AGE IN MONTHS OF PROV-REPTD (MUMPS/RUBELLA)-ONLY SHOT #6",0,"logical","logical",27592
"MPR7_AGE","AGE IN MONTHS OF PROV-REPTD (MUMPS/RUBELLA)-ONLY SHOT #7",0,"logical","logical",27592
"MPR8_AGE","AGE IN MONTHS OF PROV-REPTD (MUMPS/RUBELLA)-ONLY SHOT #8",0,"logical","logical",27592
"MPR9_AGE","AGE IN MONTHS OF PROV-REPTD (MUMPS/RUBELLA)-ONLY SHOT #9",0,"logical","logical",27592
"PCV1_AGE","AGE IN MONTHS OF PROV-REPTD PNEUMOCOCCAL-CONTAINING SHOT #1",0,"integer","integer",12664
"PCV2_AGE","AGE IN MONTHS OF PROV-REPTD PNEUMOCOCCAL-CONTAINING SHOT #2",0,"integer","integer",12889
"PCV3_AGE","AGE IN MONTHS OF PROV-REPTD PNEUMOCOCCAL-CONTAINING SHOT #3",0,"integer","integer",13174
"PCV4_AGE","AGE IN MONTHS OF PROV-REPTD PNEUMOCOCCAL-CONTAINING SHOT #4",0,"integer","integer",14352
"PCV5_AGE","AGE IN MONTHS OF PROV-REPTD PNEUMOCOCCAL-CONTAINING SHOT #5",0,"integer","integer",27411
"PCV6_AGE","AGE IN MONTHS OF PROV-REPTD PNEUMOCOCCAL-CONTAINING SHOT #6",0,"integer","integer",27580
"PCV7_AGE","AGE IN MONTHS OF PROV-REPTD PNEUMOCOCCAL-CONTAINING SHOT #7",0,"integer","integer",27591
"PCV8_AGE","AGE IN MONTHS OF PROV-REPTD PNEUMOCOCCAL-CONTAINING SHOT #8",0,"integer","integer",27591
"PCV9_AGE","AGE IN MONTHS OF PROV-REPTD PNEUMOCOCCAL-CONTAINING SHOT #9",0,"logical","logical",27592
"POL1_AGE","AGE IN MONTHS OF PROV-REPTD POLIO-CONTAINING SHOT #1",0,"integer","integer",12662
"POL2_AGE","AGE IN MONTHS OF PROV-REPTD POLIO-CONTAINING SHOT #2",0,"integer","integer",12823
"POL3_AGE","AGE IN MONTHS OF PROV-REPTD POLIO-CONTAINING SHOT #3",0,"integer","integer",13138
"POL4_AGE","AGE IN MONTHS OF PROV-REPTD POLIO-CONTAINING SHOT #4",0,"integer","integer",25166
"POL5_AGE","AGE IN MONTHS OF PROV-REPTD POLIO-CONTAINING SHOT #5",0,"integer","integer",27532
"POL6_AGE","AGE IN MONTHS OF PROV-REPTD POLIO-CONTAINING SHOT #6",0,"integer","integer",27581
"POL7_AGE","AGE IN MONTHS OF PROV-REPTD POLIO-CONTAINING SHOT #7",0,"logical","logical",27592
"POL8_AGE","AGE IN MONTHS OF PROV-REPTD POLIO-CONTAINING SHOT #8",0,"logical","logical",27592
"POL9_AGE","AGE IN MONTHS OF PROV-REPTD POLIO-CONTAINING SHOT #9",0,"logical","logical",27592
"RB1_AGE","AGE IN MONTHS OF PROV-REPTD RUBELLA-ONLY SHOT #1",0,"logical","logical",27592
"RB2_AGE","AGE IN MONTHS OF PROV-REPTD RUBELLA-ONLY SHOT #2",0,"logical","logical",27592
"RB3_AGE","AGE IN MONTHS OF PROV-REPTD RUBELLA-ONLY SHOT #3",0,"logical","logical",27592
"RB4_AGE","AGE IN MONTHS OF PROV-REPTD RUBELLA-ONLY SHOT #4",0,"logical","logical",27592
"RB5_AGE","AGE IN MONTHS OF PROV-REPTD RUBELLA-ONLY SHOT #5",0,"logical","logical",27592
"RB6_AGE","AGE IN MONTHS OF PROV-REPTD RUBELLA-ONLY SHOT #6",0,"logical","logical",27592
"RB7_AGE","AGE IN MONTHS OF PROV-REPTD RUBELLA-ONLY SHOT #7",0,"logical","logical",27592
"RB8_AGE","AGE IN MONTHS OF PROV-REPTD RUBELLA-ONLY SHOT #8",0,"logical","logical",27592
"RB9_AGE","AGE IN MONTHS OF PROV-REPTD RUBELLA-ONLY SHOT #9",0,"logical","logical",27592
"ROT1_AGE","AGE IN MONTHS OF PROV-REPTD ROTAVIRUS-CONTAINING SHOT #1",0,"integer","integer",13917
"ROT2_AGE","AGE IN MONTHS OF PROV-REPTD ROTAVIRUS-CONTAINING SHOT #2",0,"integer","integer",14472
"ROT3_AGE","AGE IN MONTHS OF PROV-REPTD ROTAVIRUS-CONTAINING SHOT #3",0,"integer","integer",18602
"ROT4_AGE","AGE IN MONTHS OF PROV-REPTD ROTAVIRUS-CONTAINING SHOT #4",0,"integer","integer",27565
"ROT5_AGE","AGE IN MONTHS OF PROV-REPTD ROTAVIRUS-CONTAINING SHOT #5",0,"integer","integer",27590
"ROT6_AGE","AGE IN MONTHS OF PROV-REPTD ROTAVIRUS-CONTAINING SHOT #6",0,"logical","logical",27592
"ROT7_AGE","AGE IN MONTHS OF PROV-REPTD ROTAVIRUS-CONTAINING SHOT #7",0,"logical","logical",27592
"ROT8_AGE","AGE IN MONTHS OF PROV-REPTD ROTAVIRUS-CONTAINING SHOT #8",0,"logical","logical",27592
"ROT9_AGE","AGE IN MONTHS OF PROV-REPTD ROTAVIRUS-CONTAINING SHOT #9",0,"logical","logical",27592
"VRC1_AGE","AGE IN MONTHS OF PROV-REPTD VARICELLA-CONTAINING SHOT #1",0,"integer","integer",13322
"VRC2_AGE","AGE IN MONTHS OF PROV-REPTD VARICELLA-CONTAINING SHOT #2",0,"integer","integer",27359
"VRC3_AGE","AGE IN MONTHS OF PROV-REPTD VARICELLA-CONTAINING SHOT #3",0,"integer","integer",27590
"VRC4_AGE","AGE IN MONTHS OF PROV-REPTD VARICELLA-CONTAINING SHOT #4",0,"logical","logical",27592
"VRC5_AGE","AGE IN MONTHS OF PROV-REPTD VARICELLA-CONTAINING SHOT #5",0,"logical","logical",27592
"VRC6_AGE","AGE IN MONTHS OF PROV-REPTD VARICELLA-CONTAINING SHOT #6",0,"logical","logical",27592
"VRC7_AGE","AGE IN MONTHS OF PROV-REPTD VARICELLA-CONTAINING SHOT #7",0,"logical","logical",27592
"VRC8_AGE","AGE IN MONTHS OF PROV-REPTD VARICELLA-CONTAINING SHOT #8",0,"logical","logical",27592
"VRC9_AGE","AGE IN MONTHS OF PROV-REPTD VARICELLA-CONTAINING SHOT #9",0,"logical","logical",27592
"XDTPTY1","",58,"","integer",12603
"XDTPTY2","",58,"","integer",12751
"XDTPTY3","",58,"","integer",12950
"XDTPTY4","",58,"","integer",14206
"XDTPTY5","",58,"","integer",27342
"XDTPTY6","",58,"","integer",27578
"XDTPTY7","",58,"","integer",27592
"XDTPTY8","",58,"","integer",27592
"XDTPTY9","",58,"","integer",27592
"XFLUTY1","",58,"","integer",16232
"XFLUTY2","",58,"","integer",18167
"XFLUTY3","",58,"","integer",21474
"XFLUTY4","",58,"","integer",25903
"XFLUTY5","",58,"","integer",27506
"XFLUTY6","",58,"","integer",27586
"XFLUTY7","",58,"","integer",27591
"XFLUTY8","",58,"","integer",27592
"XFLUTY9","",58,"","integer",27592
"XHEPTY1","",58,"","integer",12574
"XHEPTY2","",58,"","integer",12889
"XHEPTY3","",58,"","integer",13337
"XHEPTY4","",58,"","integer",22131
"XHEPTY5","",58,"","integer",27367
"XHEPTY6","",58,"","integer",27583
"XHEPTY7","",58,"","integer",27592
"XHEPTY8","",58,"","integer",27592
"XHEPTY9","",58,"","integer",27592
"XHIBTY1","",58,"","integer",12642
"XHIBTY2","",58,"","integer",12844
"XHIBTY3","",58,"","integer",13217
"XHIBTY4","",58,"","integer",16939
"XHIBTY5","",58,"","integer",27410
"XHIBTY6","",58,"","integer",27584
"XHIBTY7","",58,"","integer",27591
"XHIBTY8","",58,"","integer",27592
"XHIBTY9","",58,"","integer",27592
"XMMRTY1","",58,"","integer",13147
"XMMRTY2","",58,"","integer",27267
"XMMRTY3","",58,"","integer",27588
"XMMRTY4","",58,"","integer",27592
"XMMRTY5","",58,"","integer",27592
"XMMRTY6","",58,"","integer",27592
"XMMRTY7","",58,"","integer",27592
"XMMRTY8","",58,"","integer",27592
"XMMRTY9","",58,"","integer",27592
"XPCVTY1","",58,"","integer",12664
"XPCVTY2","",58,"","integer",12889
"XPCVTY3","",58,"","integer",13174
"XPCVTY4","",58,"","integer",14352
"XPCVTY5","",58,"","integer",27411
"XPCVTY6","",58,"","integer",27580
"XPCVTY7","",58,"","integer",27591
"XPCVTY8","",58,"","integer",27591
"XPCVTY9","",58,"","integer",27592
"XPOLTY1","",58,"","integer",12662
"XPOLTY2","",58,"","integer",12823
"XPOLTY3","",58,"","integer",13138
"XPOLTY4","",58,"","integer",25166
"XPOLTY5","",58,"","integer",27532
"XPOLTY6","",58,"","integer",27581
"XPOLTY7","",58,"","integer",27592
"XPOLTY8","",58,"","integer",27592
"XPOLTY9","",58,"","integer",27592
"XROTTY1","",58,"","integer",13917
"XROTTY2","",58,"","integer",14472
"XROTTY3","",58,"","integer",18602
"XROTTY4","",58,"","integer",27565
"XROTTY5","",58,"","integer",27590
"XROTTY6","",58,"","integer",27592
"XROTTY7","",58,"","integer",27592
"XROTTY8","",58,"","integer",27592
"XROTTY9","",58,"","integer",27592
"XVRCTY1","",58,"","integer",13322
"XVRCTY2","",58,"","integer",27359
"XVRCTY3","",58,"","integer",27590
"XVRCTY4","",58,"","integer",27592
"XVRCTY5","",58,"","integer",27592
"XVRCTY6","",58,"","integer",27592
"XVRCTY7","",58,"","integer",27592
"XVRCTY8","",58,"","integer",27592
"XVRCTY9","",58,"","integer",27592
"INS_1","",4,"","integer",9338
"INS_2","",4,"","integer",16630
"INS_3","",4,"","integer",17009
"INS_3A","",4,"","integer",20343
"INS_4_5","",4,"","integer",9761
"INS_6","",4,"","integer",9426
"INS_11","",4,"","integer",10096
